Equation,Steps,Solution
-1(x^2) + -3x + 3 = 0,"Given equation: -1(x^2) + -3x + 3 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*-1*3 = 21
Since the discriminant is positive, the equation has two real roots.
The roots are x = -3/2 + sqrt(21)/2 and x = -sqrt(21)/2 - 3/2","[-3/2 + sqrt(21)/2, -sqrt(21)/2 - 3/2]"
1(x^2) + 4x + -5 = 0,"Given equation: 1(x^2) + 4x + -5 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*1*-5 = 36
Since the discriminant is positive, the equation has two real roots.
The roots are x = -5 and x = 1","[-5, 1]"
-1(x^2) + 5x + -5 = 0,"Given equation: -1(x^2) + 5x + -5 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*-1*-5 = 5
Since the discriminant is positive, the equation has two real roots.
The roots are x = 5/2 - sqrt(5)/2 and x = sqrt(5)/2 + 5/2","[5/2 - sqrt(5)/2, sqrt(5)/2 + 5/2]"
4(x^2) + 5x + -4 = 0,"Given equation: 4(x^2) + 5x + -4 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*4*-4 = 89
Since the discriminant is positive, the equation has two real roots.
The roots are x = -5/8 + sqrt(89)/8 and x = -sqrt(89)/8 - 5/8","[-5/8 + sqrt(89)/8, -sqrt(89)/8 - 5/8]"
2(x^2) + -5x + 2 = 0,"Given equation: 2(x^2) + -5x + 2 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*2*2 = 9
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1/2 and x = 2","[1/2, 2]"
-1(x^2) + 4x + 5 = 0,"Given equation: -1(x^2) + 4x + 5 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*-1*5 = 36
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1 and x = 5","[-1, 5]"
3(x^2) + 2x + -4 = 0,"Given equation: 3(x^2) + 2x + -4 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*3*-4 = 52
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/3 + sqrt(13)/3 and x = -sqrt(13)/3 - 1/3","[-1/3 + sqrt(13)/3, -sqrt(13)/3 - 1/3]"
3(x^2) + 4x + 4 = 0,"Given equation: 3(x^2) + 4x + 4 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*3*4 = -32
Since the discriminant is negative, the equation has complex roots.","[-2/3 - 2*sqrt(2)*I/3, -2/3 + 2*sqrt(2)*I/3]"
2(x^2) + -4x + 4 = 0,"Given equation: 2(x^2) + -4x + 4 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*2*4 = -16
Since the discriminant is negative, the equation has complex roots.","[1 - I, 1 + I]"
3(x^2) + -4x + 3 = 0,"Given equation: 3(x^2) + -4x + 3 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*3*3 = -20
Since the discriminant is negative, the equation has complex roots.","[2/3 - sqrt(5)*I/3, 2/3 + sqrt(5)*I/3]"
3(x^2) + -2x + 2 = 0,"Given equation: 3(x^2) + -2x + 2 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*3*2 = -20
Since the discriminant is negative, the equation has complex roots.","[1/3 - sqrt(5)*I/3, 1/3 + sqrt(5)*I/3]"
3(x^2) + -3x + -3 = 0,"Given equation: 3(x^2) + -3x + -3 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*3*-3 = 45
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1/2 - sqrt(5)/2 and x = 1/2 + sqrt(5)/2","[1/2 - sqrt(5)/2, 1/2 + sqrt(5)/2]"
-4(x^2) + -5x + -2 = 0,"Given equation: -4(x^2) + -5x + -2 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*-4*-2 = -7
Since the discriminant is negative, the equation has complex roots.","[-5/8 - sqrt(7)*I/8, -5/8 + sqrt(7)*I/8]"
-1(x^2) + -5x + 4 = 0,"Given equation: -1(x^2) + -5x + 4 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*-1*4 = 41
Since the discriminant is positive, the equation has two real roots.
The roots are x = -5/2 + sqrt(41)/2 and x = -sqrt(41)/2 - 5/2","[-5/2 + sqrt(41)/2, -sqrt(41)/2 - 5/2]"
1(x^2) + -3x + 4 = 0,"Given equation: 1(x^2) + -3x + 4 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*1*4 = -7
Since the discriminant is negative, the equation has complex roots.","[3/2 - sqrt(7)*I/2, 3/2 + sqrt(7)*I/2]"
5(x^2) + -5x + -4 = 0,"Given equation: 5(x^2) + -5x + -4 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*5*-4 = 105
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1/2 - sqrt(105)/10 and x = 1/2 + sqrt(105)/10","[1/2 - sqrt(105)/10, 1/2 + sqrt(105)/10]"
-5(x^2) + 4x + -5 = 0,"Given equation: -5(x^2) + 4x + -5 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*-5*-5 = -84
Since the discriminant is negative, the equation has complex roots.","[2/5 - sqrt(21)*I/5, 2/5 + sqrt(21)*I/5]"
1(x^2) + -5x + 3 = 0,"Given equation: 1(x^2) + -5x + 3 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*1*3 = 13
Since the discriminant is positive, the equation has two real roots.
The roots are x = 5/2 - sqrt(13)/2 and x = sqrt(13)/2 + 5/2","[5/2 - sqrt(13)/2, sqrt(13)/2 + 5/2]"
4(x^2) + -2x + -2 = 0,"Given equation: 4(x^2) + -2x + -2 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*4*-2 = 36
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/2 and x = 1","[-1/2, 1]"
-2(x^2) + 1x + 1 = 0,"Given equation: -2(x^2) + 1x + 1 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*-2*1 = 9
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/2 and x = 1","[-1/2, 1]"
-2(x^2) + 3x + 2 = 0,"Given equation: -2(x^2) + 3x + 2 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*-2*2 = 25
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/2 and x = 2","[-1/2, 2]"
-3(x^2) + -4x + 3 = 0,"Given equation: -3(x^2) + -4x + 3 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*-3*3 = 52
Since the discriminant is positive, the equation has two real roots.
The roots are x = -2/3 + sqrt(13)/3 and x = -sqrt(13)/3 - 2/3","[-2/3 + sqrt(13)/3, -sqrt(13)/3 - 2/3]"
-2(x^2) + -5x + -3 = 0,"Given equation: -2(x^2) + -5x + -3 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*-2*-3 = 1
Since the discriminant is positive, the equation has two real roots.
The roots are x = -3/2 and x = -1","[-3/2, -1]"
-4(x^2) + 3x + 4 = 0,"Given equation: -4(x^2) + 3x + 4 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*-4*4 = 73
Since the discriminant is positive, the equation has two real roots.
The roots are x = 3/8 - sqrt(73)/8 and x = 3/8 + sqrt(73)/8","[3/8 - sqrt(73)/8, 3/8 + sqrt(73)/8]"
-4(x^2) + -5x + -4 = 0,"Given equation: -4(x^2) + -5x + -4 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*-4*-4 = -39
Since the discriminant is negative, the equation has complex roots.","[-5/8 - sqrt(39)*I/8, -5/8 + sqrt(39)*I/8]"
4(x^2) + -1x + 5 = 0,"Given equation: 4(x^2) + -1x + 5 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*4*5 = -79
Since the discriminant is negative, the equation has complex roots.","[1/8 - sqrt(79)*I/8, 1/8 + sqrt(79)*I/8]"
-5(x^2) + -1x + 1 = 0,"Given equation: -5(x^2) + -1x + 1 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*-5*1 = 21
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/10 + sqrt(21)/10 and x = -sqrt(21)/10 - 1/10","[-1/10 + sqrt(21)/10, -sqrt(21)/10 - 1/10]"
-3(x^2) + -5x + 3 = 0,"Given equation: -3(x^2) + -5x + 3 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*-3*3 = 61
Since the discriminant is positive, the equation has two real roots.
The roots are x = -5/6 + sqrt(61)/6 and x = -sqrt(61)/6 - 5/6","[-5/6 + sqrt(61)/6, -sqrt(61)/6 - 5/6]"
5(x^2) + -4x + -5 = 0,"Given equation: 5(x^2) + -4x + -5 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*5*-5 = 116
Since the discriminant is positive, the equation has two real roots.
The roots are x = 2/5 - sqrt(29)/5 and x = 2/5 + sqrt(29)/5","[2/5 - sqrt(29)/5, 2/5 + sqrt(29)/5]"
2(x^2) + 3x + -3 = 0,"Given equation: 2(x^2) + 3x + -3 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*2*-3 = 33
Since the discriminant is positive, the equation has two real roots.
The roots are x = -3/4 + sqrt(33)/4 and x = -sqrt(33)/4 - 3/4","[-3/4 + sqrt(33)/4, -sqrt(33)/4 - 3/4]"
3(x^2) + 5x + 5 = 0,"Given equation: 3(x^2) + 5x + 5 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*3*5 = -35
Since the discriminant is negative, the equation has complex roots.","[-5/6 - sqrt(35)*I/6, -5/6 + sqrt(35)*I/6]"
4(x^2) + 5x + -3 = 0,"Given equation: 4(x^2) + 5x + -3 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*4*-3 = 73
Since the discriminant is positive, the equation has two real roots.
The roots are x = -5/8 + sqrt(73)/8 and x = -sqrt(73)/8 - 5/8","[-5/8 + sqrt(73)/8, -sqrt(73)/8 - 5/8]"
2(x^2) + -5x + 2 = 0,"Given equation: 2(x^2) + -5x + 2 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*2*2 = 9
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1/2 and x = 2","[1/2, 2]"
5(x^2) + -1x + 1 = 0,"Given equation: 5(x^2) + -1x + 1 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*5*1 = -19
Since the discriminant is negative, the equation has complex roots.","[1/10 - sqrt(19)*I/10, 1/10 + sqrt(19)*I/10]"
2(x^2) + 5x + 5 = 0,"Given equation: 2(x^2) + 5x + 5 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*2*5 = -15
Since the discriminant is negative, the equation has complex roots.","[-5/4 - sqrt(15)*I/4, -5/4 + sqrt(15)*I/4]"
4(x^2) + -1x + 4 = 0,"Given equation: 4(x^2) + -1x + 4 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*4*4 = -63
Since the discriminant is negative, the equation has complex roots.","[1/8 - 3*sqrt(7)*I/8, 1/8 + 3*sqrt(7)*I/8]"
-2(x^2) + -4x + -2 = 0,"Given equation: -2(x^2) + -4x + -2 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*-2*-2 = 0
Since the discriminant is zero, the equation has one real root.
The root is x = -1",[-1]
5(x^2) + 3x + -3 = 0,"Given equation: 5(x^2) + 3x + -3 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*5*-3 = 69
Since the discriminant is positive, the equation has two real roots.
The roots are x = -3/10 + sqrt(69)/10 and x = -sqrt(69)/10 - 3/10","[-3/10 + sqrt(69)/10, -sqrt(69)/10 - 3/10]"
-3(x^2) + -1x + 5 = 0,"Given equation: -3(x^2) + -1x + 5 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*-3*5 = 61
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/6 + sqrt(61)/6 and x = -sqrt(61)/6 - 1/6","[-1/6 + sqrt(61)/6, -sqrt(61)/6 - 1/6]"
3(x^2) + 5x + -2 = 0,"Given equation: 3(x^2) + 5x + -2 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*3*-2 = 49
Since the discriminant is positive, the equation has two real roots.
The roots are x = -2 and x = 1/3","[-2, 1/3]"
3(x^2) + 3x + -4 = 0,"Given equation: 3(x^2) + 3x + -4 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*3*-4 = 57
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/2 + sqrt(57)/6 and x = -sqrt(57)/6 - 1/2","[-1/2 + sqrt(57)/6, -sqrt(57)/6 - 1/2]"
-2(x^2) + -5x + 3 = 0,"Given equation: -2(x^2) + -5x + 3 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*-2*3 = 49
Since the discriminant is positive, the equation has two real roots.
The roots are x = -3 and x = 1/2","[-3, 1/2]"
-4(x^2) + 3x + 3 = 0,"Given equation: -4(x^2) + 3x + 3 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*-4*3 = 57
Since the discriminant is positive, the equation has two real roots.
The roots are x = 3/8 - sqrt(57)/8 and x = 3/8 + sqrt(57)/8","[3/8 - sqrt(57)/8, 3/8 + sqrt(57)/8]"
2(x^2) + 2x + -4 = 0,"Given equation: 2(x^2) + 2x + -4 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*2*-4 = 36
Since the discriminant is positive, the equation has two real roots.
The roots are x = -2 and x = 1","[-2, 1]"
-2(x^2) + 1x + -1 = 0,"Given equation: -2(x^2) + 1x + -1 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*-2*-1 = -7
Since the discriminant is negative, the equation has complex roots.","[1/4 - sqrt(7)*I/4, 1/4 + sqrt(7)*I/4]"
-5(x^2) + -1x + -1 = 0,"Given equation: -5(x^2) + -1x + -1 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*-5*-1 = -19
Since the discriminant is negative, the equation has complex roots.","[-1/10 - sqrt(19)*I/10, -1/10 + sqrt(19)*I/10]"
2(x^2) + 4x + -4 = 0,"Given equation: 2(x^2) + 4x + -4 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*2*-4 = 48
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1 + sqrt(3) and x = -sqrt(3) - 1","[-1 + sqrt(3), -sqrt(3) - 1]"
3(x^2) + -4x + -2 = 0,"Given equation: 3(x^2) + -4x + -2 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*3*-2 = 40
Since the discriminant is positive, the equation has two real roots.
The roots are x = 2/3 - sqrt(10)/3 and x = 2/3 + sqrt(10)/3","[2/3 - sqrt(10)/3, 2/3 + sqrt(10)/3]"
3(x^2) + 1x + 2 = 0,"Given equation: 3(x^2) + 1x + 2 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*3*2 = -23
Since the discriminant is negative, the equation has complex roots.","[-1/6 - sqrt(23)*I/6, -1/6 + sqrt(23)*I/6]"
4(x^2) + -4x + -2 = 0,"Given equation: 4(x^2) + -4x + -2 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*4*-2 = 48
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1/2 - sqrt(3)/2 and x = 1/2 + sqrt(3)/2","[1/2 - sqrt(3)/2, 1/2 + sqrt(3)/2]"
5(x^2) + -2x + -1 = 0,"Given equation: 5(x^2) + -2x + -1 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*5*-1 = 24
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1/5 - sqrt(6)/5 and x = 1/5 + sqrt(6)/5","[1/5 - sqrt(6)/5, 1/5 + sqrt(6)/5]"
-2(x^2) + -4x + -3 = 0,"Given equation: -2(x^2) + -4x + -3 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*-2*-3 = -8
Since the discriminant is negative, the equation has complex roots.","[-1 - sqrt(2)*I/2, -1 + sqrt(2)*I/2]"
-5(x^2) + 2x + 5 = 0,"Given equation: -5(x^2) + 2x + 5 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*-5*5 = 104
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1/5 - sqrt(26)/5 and x = 1/5 + sqrt(26)/5","[1/5 - sqrt(26)/5, 1/5 + sqrt(26)/5]"
5(x^2) + -5x + -1 = 0,"Given equation: 5(x^2) + -5x + -1 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*5*-1 = 45
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1/2 - 3*sqrt(5)/10 and x = 1/2 + 3*sqrt(5)/10","[1/2 - 3*sqrt(5)/10, 1/2 + 3*sqrt(5)/10]"
1(x^2) + 1x + -5 = 0,"Given equation: 1(x^2) + 1x + -5 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*1*-5 = 21
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/2 + sqrt(21)/2 and x = -sqrt(21)/2 - 1/2","[-1/2 + sqrt(21)/2, -sqrt(21)/2 - 1/2]"
5(x^2) + -2x + -3 = 0,"Given equation: 5(x^2) + -2x + -3 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*5*-3 = 64
Since the discriminant is positive, the equation has two real roots.
The roots are x = -3/5 and x = 1","[-3/5, 1]"
-4(x^2) + -2x + 1 = 0,"Given equation: -4(x^2) + -2x + 1 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*-4*1 = 20
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/4 + sqrt(5)/4 and x = -sqrt(5)/4 - 1/4","[-1/4 + sqrt(5)/4, -sqrt(5)/4 - 1/4]"
-3(x^2) + -2x + -4 = 0,"Given equation: -3(x^2) + -2x + -4 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*-3*-4 = -44
Since the discriminant is negative, the equation has complex roots.","[-1/3 - sqrt(11)*I/3, -1/3 + sqrt(11)*I/3]"
2(x^2) + 3x + -2 = 0,"Given equation: 2(x^2) + 3x + -2 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*2*-2 = 25
Since the discriminant is positive, the equation has two real roots.
The roots are x = -2 and x = 1/2","[-2, 1/2]"
-4(x^2) + 4x + -5 = 0,"Given equation: -4(x^2) + 4x + -5 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*-4*-5 = -64
Since the discriminant is negative, the equation has complex roots.","[1/2 - I, 1/2 + I]"
-1(x^2) + -1x + 3 = 0,"Given equation: -1(x^2) + -1x + 3 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*-1*3 = 13
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/2 + sqrt(13)/2 and x = -sqrt(13)/2 - 1/2","[-1/2 + sqrt(13)/2, -sqrt(13)/2 - 1/2]"
-4(x^2) + -1x + 2 = 0,"Given equation: -4(x^2) + -1x + 2 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*-4*2 = 33
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/8 + sqrt(33)/8 and x = -sqrt(33)/8 - 1/8","[-1/8 + sqrt(33)/8, -sqrt(33)/8 - 1/8]"
4(x^2) + 2x + 3 = 0,"Given equation: 4(x^2) + 2x + 3 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*4*3 = -44
Since the discriminant is negative, the equation has complex roots.","[-1/4 - sqrt(11)*I/4, -1/4 + sqrt(11)*I/4]"
-2(x^2) + 2x + 5 = 0,"Given equation: -2(x^2) + 2x + 5 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*-2*5 = 44
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1/2 - sqrt(11)/2 and x = 1/2 + sqrt(11)/2","[1/2 - sqrt(11)/2, 1/2 + sqrt(11)/2]"
-4(x^2) + 5x + -2 = 0,"Given equation: -4(x^2) + 5x + -2 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*-4*-2 = -7
Since the discriminant is negative, the equation has complex roots.","[5/8 - sqrt(7)*I/8, 5/8 + sqrt(7)*I/8]"
-2(x^2) + -1x + 3 = 0,"Given equation: -2(x^2) + -1x + 3 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*-2*3 = 25
Since the discriminant is positive, the equation has two real roots.
The roots are x = -3/2 and x = 1","[-3/2, 1]"
2(x^2) + -4x + -1 = 0,"Given equation: 2(x^2) + -4x + -1 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*2*-1 = 24
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1 - sqrt(6)/2 and x = 1 + sqrt(6)/2","[1 - sqrt(6)/2, 1 + sqrt(6)/2]"
1(x^2) + -2x + 5 = 0,"Given equation: 1(x^2) + -2x + 5 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*1*5 = -16
Since the discriminant is negative, the equation has complex roots.","[1 - 2*I, 1 + 2*I]"
-5(x^2) + -2x + 4 = 0,"Given equation: -5(x^2) + -2x + 4 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*-5*4 = 84
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/5 + sqrt(21)/5 and x = -sqrt(21)/5 - 1/5","[-1/5 + sqrt(21)/5, -sqrt(21)/5 - 1/5]"
2(x^2) + -2x + 2 = 0,"Given equation: 2(x^2) + -2x + 2 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*2*2 = -12
Since the discriminant is negative, the equation has complex roots.","[1/2 - sqrt(3)*I/2, 1/2 + sqrt(3)*I/2]"
1(x^2) + 5x + 3 = 0,"Given equation: 1(x^2) + 5x + 3 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*1*3 = 13
Since the discriminant is positive, the equation has two real roots.
The roots are x = -5/2 - sqrt(13)/2 and x = -5/2 + sqrt(13)/2","[-5/2 - sqrt(13)/2, -5/2 + sqrt(13)/2]"
4(x^2) + -5x + 2 = 0,"Given equation: 4(x^2) + -5x + 2 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*4*2 = -7
Since the discriminant is negative, the equation has complex roots.","[5/8 - sqrt(7)*I/8, 5/8 + sqrt(7)*I/8]"
1(x^2) + -1x + 2 = 0,"Given equation: 1(x^2) + -1x + 2 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*1*2 = -7
Since the discriminant is negative, the equation has complex roots.","[1/2 - sqrt(7)*I/2, 1/2 + sqrt(7)*I/2]"
-5(x^2) + -5x + -1 = 0,"Given equation: -5(x^2) + -5x + -1 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*-5*-1 = 5
Since the discriminant is positive, the equation has two real roots.
The roots are x = -1/2 - sqrt(5)/10 and x = -1/2 + sqrt(5)/10","[-1/2 - sqrt(5)/10, -1/2 + sqrt(5)/10]"
-1(x^2) + 4x + -5 = 0,"Given equation: -1(x^2) + 4x + -5 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*-1*-5 = -4
Since the discriminant is negative, the equation has complex roots.","[2 - I, 2 + I]"
4(x^2) + -1x + -3 = 0,"Given equation: 4(x^2) + -1x + -3 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*4*-3 = 49
Since the discriminant is positive, the equation has two real roots.
The roots are x = -3/4 and x = 1","[-3/4, 1]"
-1(x^2) + -2x + 3 = 0,"Given equation: -1(x^2) + -2x + 3 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*-1*3 = 16
Since the discriminant is positive, the equation has two real roots.
The roots are x = -3 and x = 1","[-3, 1]"
-4(x^2) + 1x + -4 = 0,"Given equation: -4(x^2) + 1x + -4 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*-4*-4 = -63
Since the discriminant is negative, the equation has complex roots.","[1/8 - 3*sqrt(7)*I/8, 1/8 + 3*sqrt(7)*I/8]"
2(x^2) + -1x + 4 = 0,"Given equation: 2(x^2) + -1x + 4 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*2*4 = -31
Since the discriminant is negative, the equation has complex roots.","[1/4 - sqrt(31)*I/4, 1/4 + sqrt(31)*I/4]"
3(x^2) + -1x + -1 = 0,"Given equation: 3(x^2) + -1x + -1 = 0
Calculate discriminant: b^2 - 4ac = 1 - 4*3*-1 = 13
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1/6 - sqrt(13)/6 and x = 1/6 + sqrt(13)/6","[1/6 - sqrt(13)/6, 1/6 + sqrt(13)/6]"
3(x^2) + -5x + -1 = 0,"Given equation: 3(x^2) + -5x + -1 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*3*-1 = 37
Since the discriminant is positive, the equation has two real roots.
The roots are x = 5/6 - sqrt(37)/6 and x = 5/6 + sqrt(37)/6","[5/6 - sqrt(37)/6, 5/6 + sqrt(37)/6]"
1(x^2) + -3x + 2 = 0,"Given equation: 1(x^2) + -3x + 2 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*1*2 = 1
Since the discriminant is positive, the equation has two real roots.
The roots are x = 1 and x = 2","[1, 2]"
-1(x^2) + 4x + -4 = 0,"Given equation: -1(x^2) + 4x + -4 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*-1*-4 = 0
Since the discriminant is zero, the equation has one real root.
The root is x = 2",[2]
1(x^2) + 5x + 4 = 0,"Given equation: 1(x^2) + 5x + 4 = 0
Calculate discriminant: b^2 - 4ac = 25 - 4*1*4 = 9
Since the discriminant is positive, the equation has two real roots.
The roots are x = -4 and x = -1","[-4, -1]"
3(x^2) + -4x + 5 = 0,"Given equation: 3(x^2) + -4x + 5 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*3*5 = -44
Since the discriminant is negative, the equation has complex roots.","[2/3 - sqrt(11)*I/3, 2/3 + sqrt(11)*I/3]"
2(x^2) + -3x + -3 = 0,"Given equation: 2(x^2) + -3x + -3 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*2*-3 = 33
Since the discriminant is positive, the equation has two real roots.
The roots are x = 3/4 - sqrt(33)/4 and x = 3/4 + sqrt(33)/4","[3/4 - sqrt(33)/4, 3/4 + sqrt(33)/4]"
-2(x^2) + 4x + -3 = 0,"Given equation: -2(x^2) + 4x + -3 = 0
Calculate discriminant: b^2 - 4ac = 16 - 4*-2*-3 = -8
Since the discriminant is negative, the equation has complex roots.","[1 - sqrt(2)*I/2, 1 + sqrt(2)*I/2]"
-2(x^2) + 3x + 1 = 0,"Given equation: -2(x^2) + 3x + 1 = 0
Calculate discriminant: b^2 - 4ac = 9 - 4*-2*1 = 17
Since the discriminant is positive, the equation has two real roots.
The roots are x = 3/4 - sqrt(17)/4 and x = 3/4 + sqrt(17)/4","[3/4 - sqrt(17)/4, 3/4 + sqrt(17)/4]"
-2(x^2) + -2x + 4 = 0,"Given equation: -2(x^2) + -2x + 4 = 0
Calculate discriminant: b^2 - 4ac = 4 - 4*-2*4 = 36
Since the discriminant is positive, the equation has two real roots.
The roots are x = -2 and x = 1","[-2, 1]"
